0.82,0.83,5.0608
0.03,0.28,0.8335
0.82,1,4.2959
0.49,0.67,2.2193
0.27,0.28,1.7387
0.52,0.07,4.4284
0.95,0.16,14.803
0.68,0.57,4.3339
0.43,0.95,1.4172
0.67,0.18,6.2059
0.77,0.47,6.2262
0.68,0.9,3.0756
0.02,0.78,0.52297
0.82,0.23,9.288
0.33,0.25,2.1252
0.51,0.72,2.1809
0.09,0.09,1.2702
0.54,0.55,2.8606
0.3,0.43,1.5862
0.52,0.94,1.7882
0.96,0.08,16.404
0.7,0.59,4.579
0.51,0.56,2.5785
0.73,0.84,3.7271
0.53,0.27,3.713
0.95,0.45,10.968
0.95,0.65,9.0784
0.31,0.62,1.3983
0.58,0.87,2.4343
0.52,0.95,1.902
0.35,0.2,2.3539
0.48,0.46,2.6858
0.82,0.51,7.0954
0.25,0.64,1.1059
0.72,0.94,3.4727
0.02,0.23,0.91897
0.21,0.42,1.2441
0.51,0.35,3.0518
0.71,0.85,3.6191
0.81,0.04,10.789
0.13,0.12,1.2171
0.68,0.15,6.6825
0.94,0.26,12.862
1,0.73,9.6487
0.19,0.26,1.4495
0.23,0.54,1.1781
0.55,0.37,3.591
0.66,0.63,3.8778
0.31,0.01,2.5635
0.78,0.67,5.3681
0.43,0.72,1.716
0.86,0.67,6.7687
0.91,0.95,5.8079
0.3,0.89,0.97879
0.84,0.01,12.24
0.98,0.16,16.144
0.57,0.21,4.5459
0.44,0.63,2.0107
0.89,0.23,11.458
0.5,0.41,2.9663
0.52,0.22,3.8381
0.58,0.38,3.8401
0.86,0.04,12.623
0.41,0.8,1.5498
0.48,0.06,3.9642
0.25,0.27,1.5044
0.35,0.79,1.3466
0.91,0.78,7.1086
0.51,0.23,3.6439
0.69,0.07,7.3498
0.44,0,3.7419
0.18,0.9,0.68105
0.24,0.29,1.5246
0.3,0.52,1.4262
0.5,0.67,2.309
0.22,0.66,0.9976
0.95,0.58,9.75
0.11,0.69,0.66554
0.22,0.43,1.2358
0.21,0.92,0.78568
0.03,0.64,0.52256
0.28,0.38,1.5219
0.99,0.66,10.037
0.42,1,1.3884
0.32,0.89,0.99807
0.92,0.91,6.4161
0.22,0.57,1.0846
0.18,0.86,0.73244
0.28,0.66,1.244
0.39,0.2,2.4768
0.27,0.36,1.5152
0.65,0.62,3.7657
0.95,0.29,12.868
0.37,0.67,1.5292
0.77,0.45,6.4074
0.72,0,8.679
0.4,0.55,1.8416
0.51,0.22,3.7225
0.86,0.1,11.93
0.9,0.15,12.72
0.97,0.8,8.2
0.11,0.43,0.93273
0.44,0.4,2.4642
0.33,0.26,2.0081
0.45,0.23,3.0726
0.58,0.75,2.6752
0.16,0.08,1.4657
0.61,0.76,2.8639
0.95,0.07,16.069
0.67,0.34,5.3243
0.02,0.43,0.7121
0.97,0.97,7.087
0.61,0.89,2.5552
0.38,0.9,1.353
0.15,0.59,0.85039
0.14,0.83,0.64095
0.14,0.77,0.70129
0.69,0.14,6.8952
0,0.69,0.46817
0.81,0.59,6.2762
0.76,0.05,9.2965
0.65,0.04,6.7429
0.95,0.14,15.071
0.77,0.76,4.8382
0.59,0.15,5.0194
0.4,0.98,1.2998
0.11,0.56,0.81121
0.83,0.62,6.5235
0.64,0.5,4.1628
0.73,0.23,7.1191
0.07,0.28,0.95658
0.4,0.52,1.9641
0.87,0.21,11.016
0.71,0.82,3.6952
0.74,0.24,7.2854
0.69,0.39,5.3569
0.19,0.04,1.7247
0.48,0.86,1.7919
0.69,0.22,6.3697
0.15,0.89,0.58037
0.75,0.22,7.6402
0.55,0.9,2.1258
0.31,0.08,2.3304
0.23,0.62,1.0994
0.45,0.85,1.7131
0.76,0.9,3.9635
0.46,0.1,3.6046
0.37,0.51,1.7921
0.31,0.83,1.0523
0.54,0.85,2.1517
0.03,0.91,0.36892
0.33,0.79,1.305
0.95,0.17,14.558
0.28,0.75,1.0996
0.46,0.07,3.6504
0.5,0.05,4.3
0.04,0.99,0.36773
0.37,0.75,1.4802
0.36,0.38,2.0954
0.34,0.46,1.8048
0.75,0.25,7.4277
0,0.56,0.59822
0.49,0.7,2.1558
0.78,0.01,10.238
0.67,0.26,5.7513
1,0.82,8.8881
0.67,0.66,3.89
0.11,0.78,0.57178
0.98,0.91,7.6436
0.4,0.7,1.6644
0.62,0.91,2.5989
0.95,0.3,12.815
0,0.98,0.24371
0.15,0.56,0.82608
0.65,0.69,3.5264
0.11,0.53,0.71648
0.88,0.24,11.078
0.29,0.93,0.87284
0.83,0.78,5.5113
0.72,0.54,5.0846
0.5,0.5,2.622
0.13,0.57,0.8676
0.56,0.35,3.7813
0.72,0.75,4.1216
0.6,0.06,5.7004
0.14,0.82,0.70184
0.16,0.2,1.4103
0.13,1,0.4659
0.38,0.21,2.4437
0.17,0.32,1.1453
0.08,0.51,0.83402
0.41,0.62,1.7821
0.08,0.2,1.041
0.5,0.81,1.946
0.33,0.96,1.1017
0.5,0.24,3.4543
0.27,0.24,1.7244
0.3,0.75,1.1395
0.89,0.69,7.1983
0.94,0.15,14.456
0.49,0.64,2.184
0.66,0.66,3.7335
1,0.16,17.046
0.41,0.19,2.7829
0.78,0.87,4.3176
0.68,0.67,3.7743
0.69,0.45,5.1113
0.8,0.26,8.5133
0.09,0.96,0.47699
0.98,0.48,11.883
0.66,0.76,3.4247
0.68,0.06,7.2962
0.24,0.64,1.1151
0.46,0.62,2.0987
0.2,0.52,1.0788
0.88,0.6,7.6439
0.09,0.42,0.83283
0.66,0.19,5.8742
0.66,0.93,2.7976
0.87,0.26,10.576
0.17,0.04,1.551
0.61,0.9,2.5573
0.48,0.57,2.4246
0.21,0.77,0.84302
0.71,0.77,3.8504
0.65,0.47,4.3999
0.37,0.04,2.8907
0.42,0.48,2.2094
0.79,0.74,5.0502
0.14,0.18,1.3334
0.87,0.78,6.3243
0.05,0.43,0.77031
0.65,0.64,3.8346
0.2,0.4,1.1989
0.56,0.59,3.078
0.44,0.22,2.883
0.2,0.25,1.4251
0.75,0.75,4.4792
0.94,0.84,7.2792
0.02,0.01,1.1012
0.88,0.21,11.325
0.06,0.05,1.0867
0.95,0.57,9.6499
0.55,0.12,4.5997
0.81,0.48,7.1484
0.39,0.6,1.8262
0.75,0.51,5.7043
0.4,0.88,1.4375
0.04,0.34,0.87187
0.09,0.57,0.87453
0.49,0.74,2.1192
0.16,0.05,1.567
0.5,0.32,3.2294
0.47,0.45,2.6767
0.65,0.19,5.8437
0.98,0.2,15.621
0.6,0.66,3.136
0.74,0.48,5.6746
0.16,0.79,0.7777
0.69,0.12,6.9748
0.87,0.87,5.645
0.78,0.77,4.7864
0.22,0.2,1.6028
0.29,0.28,1.8228
0.32,0.12,2.393
0.33,0.35,1.8804
0.77,0.22,8.0478
0.34,0.17,2.2674
0.19,0.23,1.4888
0.38,0.79,1.3912
0.23,0.7,1.0772
0.82,0.72,5.7654
0.28,0.93,0.856
0.43,0.69,1.7823
0.93,0.32,11.828
0.36,0.37,1.9692
0.88,0.04,13.54
0.86,0.65,6.8733
0.22,0.02,1.8386
0.41,0.92,1.4446
0.25,0.65,1.072
0.71,0.78,3.8604
0.13,0.62,0.77942
0.48,0.85,1.8271
0.26,0.01,2.09
0.04,0.35,0.78095
0.63,0.05,6.2731
0.33,0.32,2.0171
0.61,0.01,6.1079
0.01,0.25,0.88758
0.89,0.98,5.458
0.23,0.28,1.5873
0.64,0.13,6.0458
0.68,0.24,5.958
0.03,0.22,0.82895
0.83,0.64,6.32
0.28,0.46,1.4423
0.84,0.21,10.217
0.26,0.13,1.9236
0.89,0.3,10.711
0.51,0.4,3.0504
0.33,0.22,2.2649
0.09,0.33,0.94478
0.57,0.87,2.2518
0.35,0.39,1.8235
0.12,0.67,0.82389
0.83,0.24,9.4999
0.12,0.05,1.3722
0.72,0.86,3.6898
0.37,0.01,3.0675
0.86,0.75,6.1348
0.59,0.48,3.6917
0.31,0.13,2.1872
0.5,0.48,2.8354
0.93,0.78,7.5369
0.32,0.41,1.8302
0.57,0.68,2.7725
0.83,0.02,11.748
0.66,0.68,3.6192
0.15,0.36,1.0762
0.85,0.82,5.6343
0.24,0.68,0.91096
0.02,0.25,0.80749
0.8,0.89,4.5332
0.62,0.19,5.2946
0.51,0.16,3.8536
0.7,0.78,3.7541
0.83,0.22,9.6532
0.96,0.41,11.797
0.2,0.53,1.1068
0.49,0.36,2.9806
0.07,0.83,0.46578
0.82,0.76,5.5396
0.88,0.89,5.8006
0.36,0.31,2.15
0.99,0.13,17.12
0.05,0.35,0.85546
0.73,0.98,3.3967
0.03,0.38,0.75216
0.53,0.11,4.4202
0.02,0.5,0.54679
0.67,0.69,3.7763
0.8,0.46,6.9905
0.76,0.8,4.4232
0.47,0.17,3.4032
0.91,0.59,8.3995
0.88,0.46,8.8197
0.11,0.33,0.99476
0.53,0.45,3.1397
0.72,0.81,3.8179
0.02,0.47,0.67833
0.37,0.44,1.9277
0.65,0.43,4.5964
0.76,0.91,3.9147
0.14,0.5,0.91974
0.41,0.3,2.563
0.09,0.76,0.63195
0.7,0.96,3.2137
0.08,0.43,0.82157
0.83,0.72,5.7935
0.83,0.33,8.6556
0.06,0,1.1446
0.44,0.81,1.6728
0.35,0.44,1.8484
0.77,0.62,5.4327
0.25,0.61,1.1435
0.86,0.34,9.3537
0.99,0.32,14.205
0.86,0.56,7.5178
0.84,0.79,5.6169
0.86,0.83,5.7618
0.81,0.32,8.2318
0.84,0.91,5.0058
0.03,0.47,0.72685
0.99,0.99,7.3127
0.26,0.99,0.70401
0.85,0.31,9.3186
0.62,0.8,2.744
0.98,0.88,7.8661
0.34,0.18,2.3382
0.9,0.66,7.7056
0.41,0.51,2.0404
0.54,0.53,2.9421
0.66,0.47,4.5592
0.35,0.02,2.7738
0.62,0.72,3.0865
0.19,0.73,0.92527
0.09,0.11,1.1074
0.61,0.23,4.9676
0.36,0.08,2.7574
0.66,0.85,3.1208
0.75,0.92,3.6773
0.34,0.85,1.2624
0.16,0.57,0.97173
0.49,0.4,3.0317
0.02,0.58,0.5143
0.11,0.63,0.73944
0.77,0.07,9.3947
0.77,0.31,7.4477
0.52,0.19,3.9391
0.2,0.39,1.2182
0.54,0.63,2.7675
0.34,0.96,1.0335
0.49,0.51,2.5808
0.92,0.26,12.254
0.78,0.36,7.1606
0.5,0.37,3.0829
0.61,0.56,3.6012
0.82,0.82,5.1943
0.06,0.16,1.0946
0.15,0.25,1.1505
0.76,0.47,6.096
0.97,0.11,16.448
0.66,0.36,5.2181
0.69,0.94,3.0555
0.3,0.85,1.1086
0.26,0.1,2.0303
0.78,0.13,9.0782
0.82,0.42,7.7284
0.38,0.75,1.4985
0.43,0.12,3.2587
0.52,0.13,4.1308
0.43,0.09,3.2061
0.04,0.18,0.91568
0.41,0.6,1.8702
0.9,0.61,8.1296
0.28,0.95,0.97686
0.58,0.44,3.6931
0.06,0.49,0.73423
0.51,0.59,2.5928
0.77,0.32,7.3997
0.93,0.93,6.3423
0.39,0.45,2.0588
0.11,0.09,1.2567
0.61,0.39,4.242
0.13,0.81,0.60233
0.98,0.52,11.258
0.11,0.89,0.54227
0.94,0.18,14
0.98,0.86,7.999
0.75,0.12,8.3394
0.85,0.88,5.268
0.46,0.33,2.7217
0.17,0.15,1.4067
0.42,0.83,1.618
0.93,0.46,10.243
0.99,0.72,9.4508
0.93,0.62,8.7972
0.26,0.51,1.1613
0.53,0.15,4.2194
0.02,0.92,0.42037
0.66,0.18,6.011
0.12,0.84,0.68876
0.07,0.1,1.1714
0.69,0.68,4.0494
0.78,0.99,3.8173
0.12,1,0.47372
0.38,0.58,1.7541
0.2,0.27,1.4168
0.05,0.15,0.98763
0.38,0.93,1.2104
0.32,0.79,1.2058
0.15,0.31,1.0607
0.87,0.93,5.3534
0.44,0.07,3.425
0.35,0.76,1.2913
0.61,0.09,5.6731
0.7,0.82,3.5594
0.41,0.87,1.4182
0.42,0.42,2.3086
0.94,0.93,6.6588
0.06,0.57,0.65322
0.83,0.18,10.057
0.27,0.64,1.1311
0.68,0.76,3.5941
0.37,0.87,1.3619
0.96,0.36,12.518
0.42,0.62,1.9684
0.17,0.28,1.2361
0.16,0.59,0.88477
0.8,0.7,5.5197
0,0.65,0.58676
0.59,0.78,2.622
0.74,0.23,7.3559
0.76,0.88,4.0375
0.84,0.95,4.8243
0.27,0.42,1.441
0.55,0.08,4.8842
0.56,0.9,2.1821
0.29,0.03,2.3394
0.06,0.52,0.71887
0.08,0.32,0.86248
0.05,0.42,0.76403
0.46,0.05,3.9053
0.51,1,1.8111
0.24,0.84,0.86298
0.71,0.98,3.1975
0.08,0.57,0.70035
0.1,0,1.2956
0.82,0.45,7.5333
0.56,0.88,2.1607
0.44,0.92,1.4548
0.04,0.2,0.87949
0.34,0.48,1.7969
0.16,0.82,0.72238
0.78,0.32,7.5283
0.7,0.53,4.7608
0.42,0.09,3.3051
0.85,0.75,6.105
0.29,1,0.98644
0.91,0.85,6.4919
0.79,0.16,9.1443
0.48,0.51,2.5281
0.92,0.24,12.477
0.52,0.86,1.9202
0.69,0.26,6.1357
0.63,0.56,3.7771
0.28,0.59,1.1569
0.44,0.7,1.7668
0.61,0.86,2.5437
0.23,0.08,1.8761
0.7,0.41,5.4799
0.2,0.85,0.73479
0.76,0.77,4.4941
0.35,0.27,2.1686
0.09,0.69,0.62005
0.19,0.5,1.1528
0.04,0.74,0.52627
0.07,0.74,0.62151
0.71,0.99,3.1877
0.77,0.35,7.0678
0.92,0.61,8.6414
0.91,0.79,6.9605
0.15,0.81,0.67164
0.53,0.86,2.0658
0.07,0.08,1.1251
0.96,0.94,6.9622
0.37,0.6,1.6794
0.39,0.91,1.3373
0.8,0.49,6.8198
0.88,0.55,8.048
0.66,0.51,4.4203
0.3,0.69,1.1643
0.07,0.22,1.0006
0.44,0.61,2.0506
0.51,0.66,2.4006
0.25,0.76,0.93835
0.06,0.67,0.54387
0.76,0.58,5.4572
0.62,0.45,4.1384
0.03,0.27,0.84082
0.35,0.9,1.1542
0.26,0.59,1.217
0.63,1,2.4328
0.22,0.56,1.2384
0.55,0.41,3.4438
0.99,0.62,10.531
0,0.36,0.74322
0.53,0.2,4.0254
0.28,0.62,1.2082
0.97,0.44,11.896
0.2,0.02,1.8003
0.58,0.05,5.3452
0.79,0.58,5.9532
0.16,0.58,0.97192
0.31,0.65,1.3151
0.75,0.71,4.6844
0.21,0.11,1.544
0.77,0.44,6.4641
0.84,0.71,6.0475
0.08,0.27,1.0073
0.02,0.41,0.66764
0.83,0.34,8.5554
0.91,0.22,12.31
0.94,0.49,10.308
0.41,0.37,2.4004
0.06,0.22,0.86392
0.09,0.79,0.56835
0,0.22,0.77452
0.84,0.88,5.2695
0.05,0.28,0.95682
0.65,0.11,6.3038
0.06,0.06,1.1348
0.55,0.93,2.0315
0.75,0.97,3.6217
0.2,0.13,1.6496
0.84,0.78,5.6511
0.5,0.17,3.7744
0.95,0.79,7.8594
0.54,0.97,1.9133
0.55,0.98,1.9198
0.87,0.69,6.84
0.13,0.96,0.55322
0.9,0.7,7.352
0.97,0.18,15.312
0.8,0.72,5.342
0.73,0.82,3.9256
0,0.19,0.81432
0.5,0.93,1.7554
0.23,0.65,1.0074
0.94,0.58,9.3526
0.1,0.47,0.7757
0.35,0.19,2.3001
0.06,0.53,0.75936
0.66,0.46,4.5779
0.82,0.38,7.9646
0.52,0.61,2.6049
0.35,0.46,1.7159
0.1,0.25,1.1528
0.69,0.54,4.6762
0.28,0.09,1.9785
0.44,1,1.4277
0.24,0.73,0.95249
0.95,0.34,12.379
0.57,0.97,2.1
0.43,0.62,1.8876
0.1,0.36,0.95828
0.4,0.81,1.4358
0.26,0.84,0.98356
0.85,0.43,8.3341
0.76,0.35,6.9271
0.71,0.45,5.284
0.94,0.61,9.0801
0.96,0.82,7.7549
0.54,0.37,3.6199
0.87,0.83,5.9547
0.73,0.53,5.2481
0.31,0.22,2.0595
0.25,0.96,0.84134
0.89,0.48,9.0047
0.91,0.08,14.22
0.38,0.26,2.3646
0.33,0.47,1.6462
0.23,0.76,0.81905
0.38,0.81,1.382
0.94,0.56,9.619
0.23,0.8,0.95583
0.07,0.63,0.58423
0.18,0.27,1.3429
0.57,0.01,5.5401
0.4,0.74,1.6431
0.89,0.59,7.9802
0.57,0.67,2.8543
0.3,0.31,1.8418
0.12,0.78,0.72091
0.58,0.45,3.5839
0.86,0.03,12.83
0.24,0.09,1.9956
0.59,0.31,4.3188
0.86,0.73,6.3081
0.64,0.99,2.6371
0.42,0.45,2.2624
0.06,0.71,0.56714
0.58,0.42,3.7005
0.71,0.96,3.3308
0.42,0.34,2.5366
0.7,0.28,6.1438
0.07,0.31,0.88108
0.13,0.41,0.98315
0.56,0.38,3.6705
0.06,0.47,0.72678
0.37,0.06,2.8671
0.16,0.95,0.64538
0.02,0.74,0.49623
0.94,0.17,14.145
0.68,0.78,3.5217
0.14,0.46,0.9754
0.4,0.45,2.1087
0.43,0.6,2.0837
1,0.22,16.084
0.68,0.02,7.5097
0.7,1,2.9552
0.05,0.09,1.0649
0.51,0.53,2.7478
0.04,0.48,0.68638
0.65,0.94,2.8556
0.85,0.62,6.8555
0.39,0.98,1.1754
0.6,0.71,2.9728
0.44,0.3,2.8093
0.97,0.77,8.5091
0.55,0,5.2835
0.47,0.6,2.3307
0.14,0.05,1.5075
0.68,0.88,3.1986
0.23,0.24,1.5135
0.08,0.9,0.4168
1,0.2,16.481
0.67,0.88,3.0939
0.26,0.42,1.5248
0.06,0.85,0.43049
0.18,0.32,1.2439
0.8,0.87,4.5342
0.8,0.32,7.9796
0.63,0.95,2.6021
0.84,1,4.6292
0.32,0.09,2.3967
0.64,0.09,6.1596
0.07,0.03,1.2397
