0.235,2.3198
0.392,3.5779
0.664,3.4351
0.185,1.9629
0.506,4.0193
0.173,1.8042
0.411,3.7714
0.693,2.969
0.421,3.8552
0.481,4.0713
0.867,1.5353
0.238,2.4205
0.418,3.7597
0.437,3.8954
0.096,1.3255
0.499,3.9697
0.243,2.4245
0.49,3.9948
0.843,1.6917
0.796,2.1104
0.094,1.2172
0.892,1.2734
0.87,1.5122
0.281,2.8788
0.488,4.0372
0.254,2.4708
0.474,4.0138
0.686,3.096
0.015,1.0467
0.266,2.6216
0.212,2.1586
0.533,4.1445
0.515,3.9794
0.043,0.98722
0.755,2.4537
0.838,1.7572
0.734,2.6816
0.857,1.6619
0.224,2.3033
0.95,1.0621
0.768,2.3133
0.59,3.8274
0.353,3.2526
0.02,1.0403
0.403,3.7086
0.611,3.6016
0.405,3.8286
0.156,1.6581
0.658,3.4069
0.828,1.7628
0.863,1.5354
0.42,3.7874
0.458,3.9512
0.846,1.6013
0.702,2.8605
0.5,4.1568
0.544,3.9348
0.881,1.4875
0.836,1.7121
0.143,1.51
0.608,3.6252
0.588,3.7894
0.722,2.7001
0.745,2.5274
0.541,3.9892
0.2,1.9801
0.756,2.4491
0.915,1.2121
0.024,1.0385
0.629,3.5543
0.455,3.937
0.121,1.4234
0.16,1.8525
0.69,3.0812
0.019,1.0455
0.382,3.6522
0.442,3.928
0.986,0.95166
0.898,1.3766
0.549,3.9752
0.7,2.999
0.215,2.323
0.315,3.1249
0.98,0.99444
0.678,3.1248
0.634,3.5258
0.463,3.9641
0.726,2.6573
0.791,2.1225
0.923,1.2305
0.75,2.5591
0.749,2.4545
0.493,4.003
0.681,3.1859
0.14,1.4826
0.639,3.5928
0.559,3.9362
0.233,2.3016
0.949,1.0605
0.556,3.8566
0.127,1.4557
0.122,1.472
0.022,1.0032
0.995,0.9716
0.646,3.3787
0.931,1.1308
0.016,0.95286
0.517,4.0196
0.872,1.3872
0.604,3.6758
0.921,1.0959
0.194,1.9509
0.083,1.1508
0.355,3.3867
0.511,4.0389
0.885,1.3287
0.622,3.5602
0.341,3.3128
0.181,1.878
0.416,3.9263
0.759,2.4602
0.364,3.4609
0.263,2.6918
0.198,2.0044
0.853,1.5802
0.623,3.6731
0.29,2.8652
0.495,3.9335
0.737,2.652
0.018,1.0304
0.928,1.1253
0.085,1.2986
0.102,1.3042
0.252,2.5129
0.99,0.98535
0.118,1.4289
0.777,2.188
0.715,2.8238
0.256,2.5027
0.268,2.6537
0.769,2.3068
0.313,2.9595
0.051,1.0998
0.963,1.0847
0.325,3.2221
0.103,1.296
0.35,3.4072
0.656,3.4292
0.609,3.637
0.108,1.3745
0.744,2.5157
0.587,3.7481
0.249,2.5501
0.179,1.8607
0.993,0.91411
0.297,2.9836
0.111,1.4431
0.868,1.3921
0.573,3.8621
0.654,3.2889
0.029,0.96758
0.357,3.486
0.09,1.1563
0.036,0.97987
0.468,4.0384
0.397,3.6502
0.159,1.6952
0.78,2.2154
0.275,2.6671
0.672,3.0715
0.371,3.5346
0.513,3.9671
0.115,1.4647
0.911,1.1664
0.727,2.7988
0.06,1.0665
0.292,2.8967
0.736,2.451
0.478,4.0928
0.412,3.7383
0.306,3.0926
0.363,3.3502
0.262,2.6372
0.581,3.8697
0.937,1.1436
0.407,3.669
0.25,2.4892
0.433,3.9008
0.735,2.5986
0.489,3.9426
0.144,1.5401
0.904,1.2979
0.146,1.5278
0.284,2.7926
0.883,1.5331
0.436,3.8577
0.066,1.1136
0.723,2.6993
0.232,2.2993
0.774,2.317
0.049,1.0726
0.775,2.3722
0.069,1.2175
0.079,1.1762
0.208,2.0926
0.276,2.7901
0.631,3.4755
0.278,2.8055
0.71,2.9478
0.562,3.8285
0.273,2.7148
0.536,4.0544
0.116,1.4039
0.548,3.8701
0.217,2.2147
0.011,0.96083
0.779,2.1982
0.876,1.4967
0.589,3.7497
0.161,1.6327
0.624,3.5727
0.272,2.5997
0.815,1.9287
0.346,3.3334
0.401,3.6932
0.991,1.0436
0.231,2.3312
0.07,1.058
0.826,1.8406
0.942,1.1544
0.74,2.6529
0.04,1.0804
0.707,2.8522
0.908,1.2946
0.922,1.3201
0.37,3.4699
0.924,1.0845
0.591,3.7783
0.825,1.7967
0.013,1.0032
0.317,3.1408
0.236,2.4452
0.125,1.3988
0.247,2.5054
0.288,2.9248
0.565,3.8655
0.078,1.1986
0.308,3.0119
0.703,2.8259
0.981,0.98963
0.386,3.6272
0.071,1.209
0.568,3.8363
0.709,2.8357
0.014,0.9173
0.097,1.2121
0.665,3.3204
0.11,1.3599
0.43,3.8673
0.84,1.6719
0.389,3.59
0.508,4.0742
0.997,0.94303
0.002,0.96293
0.459,4.0005
0.519,3.9219
0.428,3.8325
0.388,3.5045
0.593,3.6884
0.073,1.2394
0.52,3.8728
0.291,2.8654
0.487,4.0024
0.569,3.8545
0.959,1.0563
0.296,2.9957
0.524,3.964
0.983,0.90561
0.406,3.7372
0.827,1.8766
0.823,1.8575
0.62,3.6144
0.439,3.896
0.535,4.0235
0.055,1.0094
0.039,1.0264
0.23,2.3188
0.157,1.7082
0.574,3.8595
0.465,4.0183
0.004,0.9285
0.603,3.7162
0.6,3.7221
0.298,2.9344
0.966,1.0726
0.856,1.5926
0.22,2.2489
0.772,2.3032
0.94,1.0954
0.946,0.96522
0.552,3.8662
0.539,4.0425
0.497,4.1247
0.785,2.2061
0.431,3.8577
0.31,3.1363
0.379,3.596
0.637,3.6612
0.162,1.6375
0.211,2.0728
0.192,2.0071
0.344,3.4178
0.612,3.648
0.378,3.562
0.606,3.7083
0.035,1.0859
0.042,1.0176
0.765,2.315
0.871,1.4191
0.694,3.0009
0.741,2.5295
0.104,1.2689
0.837,1.7266
0.225,2.189
0.977,0.88011
0.361,3.4827
0.234,2.4111
0.956,1.0353
0.126,1.373
0.706,2.9752
0.196,2.0329
0.902,1.3544
0.679,3.1401
0.93,1.0966
0.79,2.1945
0.926,1.1593
0.811,1.9252
0.543,3.9744
0.861,1.5328
0.888,1.349
0.461,4.0218
0.486,3.9879
0.516,4.0418
0.18,1.798
0.819,1.894
0.427,3.884
0.822,2.0088
0.092,1.2328
0.649,3.365
0.972,0.98294
0.66,3.2914
0.387,3.6757
0.441,3.8744
0.507,4.061
0.68,3.0937
0.557,3.9209
0.351,3.3662
0.062,1.0278
0.451,3.914
0.199,2.0924
0.316,3.1181
0.443,3.9409
0.496,4.0252
0.248,2.5167
0.286,2.8829
0.753,2.4526
0.012,0.97263
0.554,3.8519
0.204,1.9443
0.145,1.5514
0.688,3.0484
0.135,1.5369
0.676,3.0703
0.695,3.0061
0.761,2.5152
0.33,3.2291
0.805,2.0091
0.873,1.4037
0.891,1.4803
0.098,1.2762
0.038,1.0678
0.814,1.8487
0.566,3.8876
0.237,2.3147
0.739,2.4542
0.599,3.7343
0.34,3.3586
0.089,1.2543
0.746,2.4142
0.894,1.3233
0.877,1.3643
0.501,4.0257
0.713,2.9418
0.952,1.054
0.976,0.97811
0.955,1.146
0.938,1.0702
0.988,1.0031
0.948,1.0822
0.207,2.0057
0.782,2.2679
0.787,2.1871
0.882,1.368
0.007,1.0547
0.766,2.3559
0.24,2.4514
0.041,1.0545
0.929,1.2098
0.39,3.5403
0.932,1.1439
0.023,1.022
0.691,3.0456
0.134,1.4665
0.662,3.3189
0.648,3.4574
0.682,3.0974
0.655,3.4374
0.596,3.7224
0.38,3.5946
0.287,2.8895
0.202,2.1515
0.771,2.209
0.114,1.3898
0.183,1.8838
0.939,1.2489
0.178,1.9136
0.295,2.9571
0.061,1.1171
0.214,2.2728
0.684,3.1112
0.953,0.95378
0.714,2.8547
0.423,3.641
0.858,1.4324
0.899,1.3602
0.907,1.2127
0.105,1.3888
0.255,2.5872
0.457,3.984
0.854,1.5966
0.009,1.0013
0.803,1.8942
0.906,1.1796
0.467,3.9559
0.526,3.9699
0.415,3.7384
0.725,2.7478
0.456,4.0038
0.343,3.3553
0.982,1.0334
0.471,3.9511
0.031,1.1087
0.088,1.1959
0.177,1.891
0.304,3.0296
0.896,1.2572
0.642,3.4764
0.438,3.8278
0.479,3.8953
0.314,3.1124
0.968,0.96438
0.311,3.0499
0.917,1.105
0.169,1.7586
0.008,0.92667
0.666,3.3026
0.742,2.6974
0.628,3.5498
0.621,3.5792
0.944,1.1504
0.349,3.2603
0.529,4.012
0.054,1.0757
0.188,1.9389
0.957,1.0179
0.332,3.3291
0.711,2.7819
0.67,3.2128
0.8,1.9787
0.312,3.1795
0.751,2.6094
0.482,3.9138
0.187,1.7978
0.661,3.2612
0.601,3.686
0.047,1.1868
0.302,3.0779
0.241,2.4947
0.409,3.7902
0.358,3.4106
0.454,3.8998
0.525,4.0222
0.81,1.9498
0.778,2.2447
0.835,1.7946
0.522,3.9686
0.652,3.326
0.113,1.3387
0.764,2.4095
0.084,1.1672
0.449,3.9314
0.107,1.2869
0.303,2.9462
0.781,2.2242
0.03,1.013
0.792,2.1653
0.586,3.869
0.758,2.4807
0.697,2.9232
0.657,3.3732
0.123,1.4466
0.034,1.1159
0.712,2.9007
0.283,2.712
0.282,2.8555
0.494,4.062
0.218,2.2399
0.699,3.0366
0.473,4.0055
0.831,1.8209
0.597,3.6669
0.747,2.4709
0.731,2.6634
0.961,1.1091
0.834,1.6779
0.732,2.6412
0.893,1.3761
0.01,1.0374
0.605,3.6421
0.578,3.8963
0.393,3.5717
0.257,2.4939
0.647,3.4585
0.3,2.9935
0.918,1.0614
0.345,3.3628
0.844,1.6057
0.985,1.0498
0.738,2.647
0.879,1.4122
0.095,1.3169
0.663,3.2355
0.833,1.8788
0.445,3.9053
0.227,2.2088
0.251,2.5517
0.048,1.0674
0.56,3.8748
0.174,1.8016
0.267,2.6765
0.222,2.2515
0.89,1.3481
0.567,3.7988
0.613,3.61
0.106,1.3098
0.328,3.2219
0.201,2.2009
0.659,3.3609
0.757,2.4326
0.285,2.945
0.336,3.316
0.934,1.1066
0.147,1.6123
0.072,1.1001
0.683,3.129
0.987,1.0694
0.617,3.6899
0.321,3.1104
0.564,3.8434
0.424,3.871
0.542,4.0091
0.551,3.944
0.821,1.8217
1,0.88016
0.644,3.3858
0.979,0.94755
0.845,1.6964
0.635,3.525
0.228,2.2427
0.075,1.0742
0.999,0.95814
0.719,2.723
0.484,3.977
0.633,3.5377
0.504,3.8981
0.414,3.7737
0.632,3.5121
0.675,3.2376
0.767,2.3234
0.028,1.1441
0.368,3.5365
0.206,2.1166
0.057,1.0481
0.1,1.3131
0.186,1.9225
0.512,4.0844
0.444,3.845
0.532,3.9054
0.453,3.9577
0.101,1.2452
0.951,1.0175
0.798,2.0601
0.373,3.4521
0.367,3.4594
0.572,3.8048
0.139,1.544
0.242,2.3718
0.221,2.332
0.396,3.6935
0.322,3.1089
0.992,0.95651
0.032,1.0951
0.65,3.4311
0.464,3.8827
0.053,1.0542
0.182,1.8634
0.88,1.3834
0.435,3.8867
0.091,1.3326
0.452,3.9289
0.223,2.1701
0.636,3.427
0.692,2.9863
0.375,3.5034
0.897,1.3682
0.216,2.2223
0.869,1.4878
0.773,2.3418
0.849,1.5932
0.503,4.0601
0.462,3.8827
0.155,1.7293
0.005,1.0047
0.571,3.8703
0.381,3.6071
0.789,2.0855
0.419,3.7828
0.884,1.301
0.045,1.0182
0.299,2.9529
0.309,3.077
0.848,1.5822
0.806,1.9868
0.859,1.6125
0.716,2.7996
0.638,3.534
0.685,3.0798
0.994,0.99103
0.327,3.2019
0.307,3.0102
0.003,1.0116
0.616,3.6289
0.265,2.6269
0.271,2.6054
0.583,3.7636
0.689,3.0321
0.205,2.1524
0.563,3.8841
0.13,1.4142
0.97,1.0367
0.17,1.8301
0.46,3.91
0.404,3.7102
0.546,3.9369
0.006,1.0055
0.776,2.283
0.975,0.95462
0.626,3.6067
0.27,2.7373
0.887,1.3
0.748,2.5214
0.335,3.2772
0.294,2.9204
0.935,1.0881
0.258,2.5006
0.671,3.2297
0.595,3.7249
0.244,2.4732
0.058,1.1578
0.432,3.8816
0.77,2.396
0.448,4.0117
0.052,1.1287
0.668,3.2481
0.426,3.855
0.372,3.5458
0.261,2.546
0.824,1.7512
0.168,1.8117
0.47,3.9839
0.505,3.9797
0.788,2.1481
0.167,1.8133
0.9,1.3739
0.63,3.6409
0.528,3.9938
0.783,2.2073
0.149,1.6564
0.339,3.3056
0.701,2.9689
0.279,2.7604
0.641,3.5338
0.607,3.7148
0.36,3.5148
0.08,1.126
0.447,3.8945
0.138,1.6522
0.708,2.9351
0.166,1.7956
0.804,1.9822
0.362,3.4552
0.984,0.89632
0.812,1.8794
0.705,3.0829
0.172,1.9321
0.978,1.0605
0.561,3.8975
0.802,2.0954
0.839,1.6675
0.021,1.0409
0.916,1.2538
0.229,2.2896
0.971,1.1202
0.793,2.1651
0.365,3.4577
0.128,1.4754
0.384,3.6465
0.175,1.8966
0.408,3.6907
0.809,2.0032
0.989,0.98937
0.531,3.8981
0.253,2.5276
0.131,1.5141
0.171,1.8525
0.718,2.7502
0.889,1.3679
0.001,1.0071
0.081,1.2365
0.905,1.2133
0.965,1.1246
0.866,1.4218
0.717,2.818
0.374,3.5145
0.385,3.5606
0.074,1.2503
0.91,1.1425
0.124,1.4445
0.28,2.8679
0.841,1.728
0.537,3.9445
0.264,2.6283
0.269,2.709
0.925,1.1965
0.142,1.5841
0.842,1.8006
0.786,2.1395
0.352,3.3499
0.063,1.0433
0.26,2.6059
0.152,1.5754
0.534,4.0088
0.485,3.8819
0.119,1.3617
0.475,3.9896
0.669,3.1683
0.477,3.9252
0.15,1.5969
0.677,3.0562
0.245,2.4118
0.129,1.4564
0.967,0.98916
0.829,1.8084
0.865,1.453
0.913,1.1516
0.886,1.3158
0.914,1.3463
0.491,3.9672
0.76,2.4969
0.903,1.2942
0.446,3.9217
0.059,1.0126
0.763,2.3646
0.674,3.1398
0.645,3.4447
0.046,1.0713
0.912,1.2895
0.354,3.3228
0.331,3.168
0.577,3.8392
0.342,3.3485
0.334,3.2016
0.305,2.9596
0.219,2.2104
0.794,2.0554
0.099,1.3394
0.376,3.5523
0.141,1.4841
0.391,3.6789
0.498,3.8995
0.594,3.7156
0.41,3.831
0.191,2.007
0.067,1.1079
0.698,2.8697
0.799,1.962
0.333,3.2264
0.509,3.921
0.318,3.076
0.025,0.95713
0.901,1.2458
0.319,3.016
0.197,2.1007
0.068,1.2221
0.158,1.6128
0.696,2.9412
0.12,1.3851
0.58,3.8969
0,1.1152
0.274,2.784
0.359,3.3403
0.875,1.3998
0.83,1.7973
0.193,1.949
0.45,4.0011
0.909,1.1972
0.209,2.1448
0.878,1.4699
0.483,3.9661
0.92,1.1652
0.553,4.0038
0.619,3.5896
0.05,1.0342
0.795,2.1844
0.056,1.0904
0.064,1.1274
0.44,3.9099
0.398,3.6746
0.086,1.2051
0.337,3.3069
0.585,3.7731
0.246,2.613
0.301,2.9865
0.323,3.2349
